0,1,2
8,830,1
8,831,1
8,832,1
8,833,1
8,834,1
8,835,1
8,836,1
8,837,1
8,838,1
8,839,1
8,840,1
8,841,1
8,842,1
8,289,1
8,843,1
8,844,1
8,845,1
8,239,1
8,846,1
8,847,1
8,848,1
8,387,1
8,849,1
8,850,1
8,851,1
8,852,1
8,853,1
8,854,1
8,855,1
8,856,1
8,857,1
8,858,1
8,859,1
8,860,1
8,861,1
8,862,1
8,863,1
8,393,1
8,864,1
8,865,1
8,866,1
8,867,1
8,868,-1
8,869,1
8,870,1
8,871,1
8,240,1
8,872,1
8,873,1
8,874,1
8,875,1
8,876,1
8,877,1
8,878,1
8,879,1
8,880,1
8,881,1
8,882,1
8,883,1
8,884,1
8,885,1
8,886,1
8,887,1
8,888,1
8,889,1
8,890,1
8,891,1
8,892,1
8,893,1
8,894,1
8,396,1
8,895,1
8,896,1
8,897,1
8,898,1
8,899,1
8,900,1
8,901,1
8,902,1
8,903,1
8,904,1
8,398,1
8,905,1
8,906,1
8,907,1
8,908,1
8,909,1
8,910,1
8,567,1
8,911,1
8,912,1
8,913,1
8,914,1
8,915,1
8,916,1
8,917,1
8,918,1
8,919,1
8,920,1
8,921,1
8,922,1
8,923,1
8,924,1
8,925,1
8,926,1
8,927,1
8,928,1
8,929,1
8,404,1
8,930,1
8,931,1
8,932,1
8,933,1
8,934,1
8,935,1
8,936,1
8,937,1
8,938,1
8,939,1
8,940,1
8,941,1
8,942,1
8,943,1
8,944,1
8,945,1
8,946,1
8,947,1
8,948,1
8,949,1
8,950,1
8,951,1
8,952,1
8,953,1
8,954,1
8,955,1
8,956,1
8,957,1
8,958,1
8,959,1
8,960,1
8,961,1
8,962,1
8,963,1
8,964,1
8,965,1
8,966,1
8,967,1
8,968,1
8,969,1
8,970,1
8,971,1
8,972,1
8,973,1
8,974,1
8,975,1
8,976,1
8,977,1
8,978,1
8,979,1
8,980,1
8,981,1
8,982,1
8,983,1
8,984,1
8,985,1
8,986,1
8,987,1
8,988,1
8,408,1
8,989,1
8,990,1
8,991,1
8,992,1
8,993,1
8,994,1
8,995,1
8,996,1
8,997,1
8,998,1
8,999,1
8,410,1
8,1000,1
8,1001,1
8,411,1
8,1002,1
8,1003,1
8,1004,1
8,1005,1
8,1006,1
8,1007,1
8,1008,1
8,1009,1
8,1010,1
8,1011,1
8,1012,1
8,1013,1
8,1014,1
8,1015,1
8,1016,1
8,1017,1
8,1018,1
8,1019,1
8,1020,1
8,1021,1
8,1022,1
8,1023,1
8,1024,1
8,1025,1
8,1026,1
8,1027,1
8,1028,1
8,1029,1
8,1030,1
8,1031,1
8,1032,1
8,1033,1
8,1034,1
8,1035,1
8,1036,1
8,1037,1
8,1038,1
8,1039,1
8,1040,1
8,1041,1
8,1042,1
8,1043,1
8,1044,1
8,1045,1
8,1046,1
8,1047,1
8,1048,1
8,1049,1
8,1050,1
8,1051,1
8,1052,1
8,1053,1
8,1054,1
8,1055,1
8,1056,1
8,1057,1
8,1058,1
8,1059,1
8,1060,1
8,1061,1
8,1062,1
8,1063,1
8,1064,1
8,1065,1
8,1066,1
8,1067,1
8,1068,1
8,1069,1
8,1070,1
8,1071,1
8,1072,1
8,1073,1
8,1074,1
8,1075,-1
8,1076,1
8,1077,1
8,1078,1
8,1079,1
8,1080,1
8,1081,1
8,1082,1
8,1083,1
8,1084,1
8,1085,1
8,1086,1
8,1087,1
8,1088,1
8,1089,1
8,1090,1
8,1091,1
8,1092,1
8,1093,1
8,1094,1
8,1095,1
8,1096,1
8,1097,1
8,1098,1
8,1099,1
8,1100,1
8,1101,1
8,1102,1
8,1103,1
8,1104,1
8,1105,1
8,1106,1
8,1107,1
8,1108,-1
8,424,1
8,1109,1
8,1110,1
8,248,1
8,1111,1
8,1112,1
8,1113,1
8,1114,1
8,1115,1
8,1116,1
8,426,1
8,1117,1
8,1118,1
8,1119,1
8,1120,1
8,1121,1
8,1122,1
8,1123,1
8,1124,1
8,1125,1
8,1126,1
8,1127,1
8,1128,1
8,1129,1
8,1130,1
8,1131,1
8,428,1
8,1132,1
8,1133,1
8,1134,1
8,1135,1
8,250,1
8,1136,1
8,1137,1
8,1138,1
8,1139,1
8,1140,1
8,1141,1
8,1142,1
8,1143,1
8,1144,1
8,1145,1
8,1146,1
8,1147,1
8,1148,1
8,1149,1
8,1150,1
8,1151,1
8,1152,1
8,1153,1
8,1154,1
8,1155,1
8,1156,1
8,1157,1
8,1158,1
8,1159,1
8,1160,1
8,1161,1
8,1162,1
8,292,1
8,1163,1
8,1164,1
8,1165,1
8,1166,1
8,1167,1
8,1168,1
8,1169,1
8,1170,1
8,1171,1
8,1172,1
8,1173,1
8,1174,1
8,1175,1
8,1176,1
8,1177,1
8,1178,1
8,1179,1
8,1180,1
8,1181,1
8,1182,1
8,1183,1
8,1184,1
8,1185,1
8,1186,1
8,1187,1
8,1188,1
8,1189,1
8,1190,1
8,1191,1
8,1192,1
8,1193,1
8,1194,1
8,1195,1
8,1196,1
8,1197,1
8,1198,1
8,1199,1
8,1200,1
8,1201,-1
8,1202,1
8,1203,1
8,1204,1
8,1205,1
8,1206,1
8,1207,1
8,1208,1
8,1209,1
8,1210,1
8,1211,1
8,1212,1
8,1213,1
8,1214,1
8,1215,1
8,1216,1
8,1217,1
8,1218,1
8,1219,1
8,1220,1
8,1221,1
8,1222,1
8,1223,1
8,1224,1
8,1225,-1
8,1226,1
8,1227,1
8,1228,1
8,1229,1
8,1230,1
8,1231,1
8,1232,1
8,1233,1
8,1234,1
8,1235,1
8,1236,1
8,254,1
8,1237,1
8,1238,1
8,1239,1
8,1240,1
8,1241,1
8,1242,1
8,1243,1
8,1244,-1
8,1245,1
8,1246,1
8,1247,1
8,1248,1
8,1249,1
8,1250,1
8,1251,1
8,1252,1
8,1253,1
8,1254,1
8,1255,1
8,1256,1
8,1257,1
8,1258,1
8,1259,1
8,1260,1
8,1261,1
8,1262,1
8,1263,1
8,1264,1
8,1265,1
8,1266,1
8,1267,1
8,1268,1
8,1269,1
8,1270,1
8,1271,1
8,1272,1
8,1273,1
8,1274,1
8,1275,1
8,1276,1
8,1277,1
8,1278,1
8,1279,1
8,1280,1
8,1281,1
8,1282,1
8,1283,1
8,1284,1
8,1285,1
8,1286,1
8,1287,1
8,1288,-1
8,1289,1
8,1290,1
8,1291,1
8,1292,1
8,1293,1
8,1294,1
86,3,1
86,6,1
86,43,1
86,8,1
86,1295,1
86,1296,1
86,48,1
86,98,1
86,441,1
86,61,1
86,260,1
86,630,1
86,157,1
86,1297,1
86,1298,1
86,531,1
86,189,1
86,1299,1
86,1300,1
86,1301,1
86,1302,1
86,712,1
86,206,1
86,1303,1
86,1304,1
86,1305,1
86,1306,1
86,1307,1
86,1308,1
86,1309,1
86,1310,1
86,1311,1
86,1312,1
86,1313,1
86,1314,1
1295,86,1
1295,1315,1
1295,49,1
1295,110,1
1295,259,1
1295,12,1
1295,260,1
1295,1316,1
1295,600,1
1295,1317,1
1295,334,1
1295,28,1
1295,1318,1
1315,1295,1
1315,46,1
46,1,1
46,3,1
46,4,1
46,6,1
46,43,1
46,82,1
46,1315,1
46,265,1
46,590,1
46,103,1
46,9,1
46,112,1
46,56,1
46,59,1
46,63,1
46,260,1
46,64,1
46,1319,1
46,136,1
46,631,1
46,1320,1
46,1321,-1
46,1322,1
46,189,1
46,194,1
265,4,1
265,46,1
265,438,1
265,47,1
265,51,1
265,116,1
265,1323,1
265,1324,1
265,1325,1
265,1326,1
265,1327,1
87,3,1
87,4,1
87,6,1
87,45,1
87,96,1
87,1328,1
87,305,1
87,1329,1
87,1330,1
87,1331,1
87,403,1
87,584,-1
1296,86,1
88,3,1
88,6,1
89,3,1
89,83,1
89,101,1
89,257,1
89,119,1
89,16,1
89,1332,1
89,1333,1
89,1334,1
89,276,1
89,201,1
89,363,1
89,224,1
89,380,1
89,404,1
89,1335,1
89,1336,1
89,247,1
89,1108,1
89,1337,1
89,428,1
89,1338,1
89,1203,1
89,1339,1
89,1340,1
89,1341,1
89,1270,1
89,1280,1
89,1342,1
89,1287,1
608,83,1
438,6,1
438,265,1
47,1,1
47,3,1
47,42,1
47,6,1
47,265,1
47,51,1
47,445,1
48,3,1
48,4,1
48,42,1
48,5,1
48,6,1
48,86,1
48,256,1
48,1343,1
48,95,1
48,96,1
48,50,1
48,1344,1
48,101,1
48,1345,1
48,440,1
48,1346,1
48,52,1
48,53,1
48,449,1
48,1347,1
48,110,1
48,1348,1
48,1349,1
48,1350,1
48,1351,1
48,1352,1
48,59,1
48,1353,1
48,1354,1
48,1355,1
48,61,1
48,1356,1
48,1357,1
48,1358,1
48,135,1
48,1359,1
48,1360,1
48,18,1
48,164,1
48,1361,1
48,178,1
48,579,1
48,1362,1
48,24,1
48,645,1
48,186,1
48,189,1
48,192,1
48,25,1
48,1363,1
48,661,1
48,194,1
48,1364,1
48,1365,1
48,198,1
48,1366,1
48,1367,1
48,1368,1
48,1369,1
48,29,1
48,1370,1
48,1371,1
48,1372,1
48,1373,1
48,1374,1
48,712,1
48,30,1
48,205,1
48,1375,1
48,1376,1
48,1377,1
48,751,1
48,34,1
48,1378,1
48,363,1
48,36,1
48,1379,1
48,369,1
48,1380,1
48,802,1
48,39,1
48,240,1
48,40,1
48,1381,1
48,1382,1
48,938,1
48,970,1
48,973,1
48,978,1
48,1383,1
48,1384,1
48,1385,1
48,1386,1
48,1064,1
48,622,1
48,248,1
48,426,1
48,1387,1
48,1388,1
48,1389,1
439,6,1
90,3,1
90,4,1
90,6,1
90,296,1
90,96,1
90,52,1
90,113,1
90,119,1
90,467,1
90,143,1
90,65,1
90,161,1
90,18,1
90,19,1
90,1390,1
90,184,-1
90,24,1
90,188,1
90,190,1
90,192,1
90,25,1
90,27,1
90,198,1
90,1391,1
90,29,1
90,201,1
90,30,1
90,208,1
90,34,1
90,219,1
90,220,1
90,356,1
90,363,1
90,36,-1
90,1392,1
90,1393,1
90,376,1
90,564,1
90,565,1
90,385,1
90,1394,1
90,1395,1
90,240,1
90,1396,1
90,1397,1
90,1398,1
90,1399,1
90,411,1
90,1069,1
90,247,1
90,622,1
90,1400,1
90,248,1
90,1401,1
90,1402,1
90,1403,1
90,1404,1
90,1203,1
90,1340,-1
91,1,1
91,4,1
91,44,1
91,49,1
91,103,1
623,8,1
92,3,1
92,42,1
92,6,1
92,8,1
92,50,1
92,9,1
92,61,1
266,4,1
590,45,1
590,437,1
590,8,1
590,46,1
590,100,1
590,51,1
590,1405,1
256,80,1
256,8,1
256,48,1
256,1406,1
256,257,1
256,206,1
93,3,1
267,4,1
267,43,1
267,53,1
267,448,1
267,170,1
267,1329,1
267,1407,1
267,1408,1
267,210,1
267,1409,1
267,831,1
94,3,1
1343,3,1
1343,6,1
1343,48,1
1343,50,1
1343,51,1
1343,53,1
1343,455,1
95,3,1
95,6,1
95,48,1
95,96,1
95,258,1
96,3,1
96,41,1
96,6,1
96,48,1
96,90,1
96,95,1
96,99,1
96,101,1
96,1410,1
96,442,1
96,1411,1
96,55,1
96,58,1
96,59,1
96,609,1
96,269,1
96,61,1
96,12,1
96,1412,1
96,472,1
96,610,1
96,475,1
96,1413,1
96,1316,1
96,135,1
96,137,1
96,139,1
96,1414,1
96,1415,1
96,142,1
96,143,1
96,490,1
96,147,1
96,1416,1
96,1417,1
96,1418,1
96,503,-1
96,1419,1
96,1420,1
96,1421,1
96,157,1
96,303,1
96,1422,1
96,304,1
96,1423,1
96,276,1
96,1424,1
96,515,1
96,517,1
96,307,1
96,308,1
96,1425,1
96,520,1
96,72,1
96,1426,1
96,526,1
96,1427,1
96,77,-1
96,183,1
96,327,1
96,184,1
96,1428,1
96,1429,1
96,1430,-1
96,1431,-1
96,1432,-1
96,1433,-1
96,334,1
96,195,-1
96,29,1
96,1434,1
96,205,1
96,1435,1
96,1436,1
96,1437,1
96,417,-1
96,1045,1
96,1438,1
97,3,1
97,6,1
97,52,1
49,0,1
49,3,1
49,80,1
49,43,1
49,44,1
49,45,1
49,437,1
49,1295,1
49,46,1
49,91,1
49,50,1
49,1411,1
49,105,1
49,1439,1
49,107,1
49,610,1
49,136,1
49,142,1
49,146,1
49,1440,1
49,1441,1
98,3,1
98,6,1
98,86,1
98,50,1
98,53,1
98,113,1
98,1442,1
98,56,1
50,3,1
50,6,1
50,43,1
50,83,1
50,48,1
50,92,1
50,1343,1
50,49,1
50,98,1
50,101,1
50,268,1
50,441,1
50,442,1
50,443,1
50,1411,1
50,55,1
50,1348,1
50,1349,1
50,297,1
50,1443,1
50,60,1
50,118,1
50,1444,1
50,459,1
50,1445,1
50,11,1
50,298,1
50,61,1
50,1446,1
50,464,1
50,466,1
50,1447,1
50,1448,1
50,1449,1
50,1450,1
50,63,1
50,1451,1
50,467,1
50,1452,1
50,591,1
50,1453,1
50,1454,1
50,1455,1
50,1456,1
50,1457,1
50,127,1
50,473,1
50,1458,1
50,1459,1
